Date;Day;Hours;Bank Holidays;OffDay;Hours 100;Hours 150;Hours 200;Standby;DayRate;Omzet;Standbyrate;Column1
02/03/2020;Monday;8;;;;;;;610;610;250;
03/03/2020;Tuesday;8;;;;;;;610;610;250;
04/03/2020;Wednesday;8;;;;;;;610;610;250;
05/03/2020;Thursday;8;;;;;;;610;610;250;
06/03/2020;Friday;8;;;;;;;610;610;250;
07/03/2020;Saturday;;;;;;;;610;0;250;
08/03/2020;Sunday;;;;;;6,5;;610;991,25;250;
09/03/2020;Monday;8;;;;;;;610;610;250;
10/03/2020;Tuesday;8;;;;;;;610;610;250;
11/03/2020;Wednesday;8;;;;;;;610;610;250;
12/03/2020;Thursday;8;;;;;;;610;610;250;
13/03/2020;Friday;8;;;;;;;610;610;250;
14/03/2020;Saturday;;;;;;;;610;0;250;
15/03/2020;Sunday;;;;;;;;610;0;250;
16/03/2020;Monday;8;;;;;;;610;610;250;
17/03/2020;Tuesday;8;;;;;;;610;610;250;
18/03/2020;Wednesday;8;;;;;;;610;610;250;
19/03/2020;Thursday;8;;;;;;;610;610;250;
20/03/2020;Friday;8;;;;;;;610;610;250;
21/03/2020;Saturday;;;;;;;;610;0;250;
22/03/2020;Sunday;;;;;;;;610;0;250;
23/03/2020;Monday;8;;;;;;;610;610;250;
24/03/2020;Tuesday;8;;;;;;;610;610;250;
25/03/2020;Wednesday;8;;;;;;;610;610;250;
26/03/2020;Thursday;8;;;;;;;610;610;250;
27/03/2020;Friday;8;;;;;;;610;610;250;
28/03/2020;Saturday;;;;;;;;610;0;250;
29/03/2020;Sunday;;;;;;;;610;0;250;
30/03/2020;Monday;8;;;;;;;610;610;250;
31/03/2020;Tuesday;8;;;;;;;610;610;250;
01/04/2020;Wednesday;8;;;;;;;610;610;250;
02/04/2020;Thursday;8;;;;;;;610;610;250;
03/04/2020;Friday;8;;;;;;;610;610;250;
04/04/2020;Saturday;;;;;;;;610;0;250;
05/04/2020;Sunday;;;;;;;;610;0;250;
06/04/2020;Monday;8;;;;;;;610;610;250;
07/04/2020;Tuesday;8;;;;;;;610;610;250;
08/04/2020;Wednesday;8;;;;;;;610;610;250;
09/04/2020;Thursday;8;;;;;;;610;610;250;
10/04/2020;Friday;8;;;;;;;610;610;250;
11/04/2020;Saturday;;;;;;;;610;0;250;
12/04/2020;Sunday;;;;;;;;610;0;250;
13/04/2020;Monday;;;1;;;;;610;0;250;
14/04/2020;Tuesday;8;;;;;;;610;610;250;
15/04/2020;Wednesday;8;;;;;;;610;610;250;
16/04/2020;Thursday;8;;;;;;;610;610;250;
17/04/2020;Friday;8;;;;;;;610;610;250;
18/04/2020;Saturday;;;;;;;;610;0;250;
19/04/2020;Sunday;;;;;;;;610;0;250;
20/04/2020;Monday;8;;;;;;;610;610;250;
21/04/2020;Tuesday;8;;;;;;;610;610;250;
22/04/2020;Wednesday;8;;;;;;;610;610;250;
23/04/2020;Thursday;8;;;;;;;610;610;250;
24/04/2020;Friday;8;;;;;;1;610;860;250;
25/04/2020;Saturday;;;;;2;;;610;228,75;250;
26/04/2020;Sunday;;;;;;;;610;0;250;
27/04/2020;Monday;8;;;;;;;610;610;250;
28/04/2020;Tuesday;8;;;;;;;610;610;250;
29/04/2020;Wednesday;8;;;;;;;610;610;250;
30/04/2020;Thursday;8;;;;;;;610;610;250;
01/05/2020;Friday;;;1;;;;;610;0;250;
02/05/2020;Saturday;;;;;;;;610;0;250;
03/05/2020;Sunday;;;;;;;;610;0;250;
04/05/2020;Monday;8;;;;;;;610;610;250;
05/05/2020;Tuesday;8;;;;;;;610;610;250;
06/05/2020;Wednesday;;;;5;;;;610;381,25;250;
07/05/2020;Thursday;8;;;;;;;610;610;250;
08/05/2020;Friday;8;;;;;;;610;610;250;
09/05/2020;Saturday;;;;;;;;610;0;250;
10/05/2020;Sunday;;;;;;3;;610;457,5;250;
11/05/2020;Monday;8;;;;;;;610;610;250;
12/05/2020;Tuesday;8;;;;;;;610;610;250;
13/05/2020;Wednesday;;;;5;;;;610;381,25;250;
14/05/2020;Thursday;8;;;;;;;610;610;250;
15/05/2020;Friday;8;;;;;;;610;610;250;
16/05/2020;Saturday;;;;;;;;610;0;250;
17/05/2020;Sunday;;;;;;;;610;0;250;
18/05/2020;Monday;8;;;;;;;610;610;250;
19/05/2020;Tuesday;8;;;;;;;610;610;250;
20/05/2020;Wednesday;8;;;;;;;610;610;250;
21/05/2020;Thursday;;;1;;;;;610;0;250;
22/05/2020;Friday;;;1;;;;;610;0;250;
23/05/2020;Saturday;;;;;;;;610;0;250;
24/05/2020;Sunday;;;;;;;;610;0;250;
25/05/2020;Monday;8;;;;;;;610;610;250;
26/05/2020;Tuesday;8;;;;;;;610;610;250;
27/05/2020;Wednesday;8;;;;;;;610;610;250;
28/05/2020;Thursday;8;;;;;;;610;610;250;
29/05/2020;Friday;8;;;;;;;610;610;250;
30/05/2020;Saturday;;;;;;;;610;0;250;
31/05/2020;Sunday;;;;;;;;610;0;250;
01/06/2020;Monday;;;1;;;;;610;0;250;
02/06/2020;Tuesday;8;;;;;;;610;610;250;
03/06/2020;Wednesday;8;;;;;;;610;610;250;
04/06/2020;Thursday;8;;;;;;;610;610;250;
05/06/2020;Friday;8;;;;;;;610;610;250;
06/06/2020;Saturday;;;;;;;;610;0;250;
07/06/2020;Sunday;;;;;;;;610;0;250;
08/06/2020;Monday;8;;;;;;;610;610;250;
09/06/2020;Tuesday;8;;;;;;;610;610;250;
10/06/2020;Wednesday;8;;;;;;;610;610;250;
11/06/2020;Thursday;8;;;;;;;610;610;250;
12/06/2020;Friday;8;;;;;;1;610;860;250;
13/06/2020;Saturday;;;;;4;;;610;457,5;250;
14/06/2020;Sunday;;;;;;4;;610;610;250;
15/06/2020;Monday;8;;;;;;;610;610;250;
16/06/2020;Tuesday;8;;;;;;;610;610;250;
17/06/2020;Wednesday;8;;;1;;;;610;686,25;250;
18/06/2020;Thursday;8;;;;;;;610;610;250;
19/06/2020;Friday;8;;;;;;;610;610;250;
20/06/2020;Saturday;;;;;;;;610;0;250;
21/06/2020;Sunday;;;;;;;;610;0;250;
22/06/2020;Monday;8;;;0,5;;;;610;648,13;250;
23/06/2020;Tuesday;;;1;;;;;610;0;250;
24/06/2020;Wednesday;8;;;;;;;610;610;250;
25/06/2020;Thursday;8;;;;;;;610;610;250;
26/06/2020;Friday;8;;;6;;;;610;1067,5;250;
27/06/2020;Saturday;;;;;;;;610;0;250;
28/06/2020;Sunday;;;;;;;;610;0;250;
29/06/2020;Monday;8;;;;;;;610;610;250;
30/06/2020;Tuesday;8;;;;;;;610;610;250;
01/07/2020;Wednesday;8;;;;;;;610;610;250;
02/07/2020;Thursday;8;;;1;;;;610;686,25;250;
03/07/2020;Friday;8;;;;;;;610;610;250;
04/07/2020;Saturday;;;;;;;;610;0;250;
05/07/2020;Sunday;;;;;;;;610;0;250;
06/07/2020;Monday;8;;;;;;;610;610;250;
07/07/2020;Tuesday;8;;;;;;;610;610;250;
08/07/2020;Wednesday;8;;;;;;;610;610;250;
09/07/2020;Thursday;8;;;;;;;610;610;250;
10/07/2020;Friday;8;;;;;;;610;610;250;
11/07/2020;Saturday;;;;;;;;610;0;250;
12/07/2020;Sunday;;;;;;;;610;0;250;
13/07/2020;Monday;8;;;;;;;610;610;250;
14/07/2020;Tuesday;8;;;;;;;610;610;250;
15/07/2020;Wednesday;8;;;;;;;610;610;250;
16/07/2020;Thursday;8;;;;;;;610;610;250;
17/07/2020;Friday;8;;;;;;;610;610;250;
18/07/2020;Saturday;;;;;;;;610;0;250;
19/07/2020;Sunday;;;;;;;;610;0;250;
20/07/2020;Monday;;;1;;;;;610;0;250;
21/07/2020;Tuesday;;1;;;;;;610;0;250;
22/07/2020;Wednesday;;;1;;;;;610;0;250;
23/07/2020;Thursday;8;;;;;;;610;610;250;
24/07/2020;Friday;8;;;;;;1;610;860;250;
25/07/2020;Saturday;;;;;;;;610;0;250;
26/07/2020;Sunday;;;;;;;;610;0;250;
27/07/2020;Monday;8;;;;;;;610;610;250;
28/07/2020;Tuesday;8;;;;;;;610;610;250;
29/07/2020;Wednesday;8;;;;;;;610;610;250;
30/07/2020;Thursday;8;;;;;;;610;610;250;
31/07/2020;Friday;8;;;;;;;610;610;250;
01/08/2020;Saturday;;;;;;;;610;0;250;
02/08/2020;Sunday;;;;;;;;610;0;250;
03/08/2020;Monday;8;;;;;;;610;610;250;
04/08/2020;Tuesday;8;;;;;;;610;610;250;
05/08/2020;Wednesday;8;;;;;;;610;610;250;
06/08/2020;Thursday;8;;;;;;;610;610;250;
07/08/2020;Friday;8;;;;;;;610;610;250;
08/08/2020;Saturday;;;;;;;;610;0;250;
09/08/2020;Sunday;;;;;;;;610;0;250;
10/08/2020;Monday;8;;;;;;;610;610;250;
11/08/2020;Tuesday;8;;;;;;;610;610;250;
12/08/2020;Wednesday;8;;;;;;;610;610;250;
13/08/2020;Thursday;8;;;;;;;610;610;250;
14/08/2020;Friday;8;;;;;;;610;610;250;
15/08/2020;Saturday;;;;;;;;610;0;250;
16/08/2020;Sunday;;;;;;;;610;0;250;
17/08/2020;Monday;8;;;;;;;610;610;250;
18/08/2020;Tuesday;8;;;;;;;610;610;250;
19/08/2020;Wednesday;;;;4;;;;610;305;250;
20/08/2020;Thursday;8;;;;;;;610;610;250;
21/08/2020;Friday;8;;;;;;1;610;860;250;
22/08/2020;Saturday;;;;;;;;610;0;250;
23/08/2020;Sunday;;;;;;;;610;0;250;
24/08/2020;Monday;8;;;;;;;610;610;250;
25/08/2020;Tuesday;8;;;;;;;610;610;250;
26/08/2020;Wednesday;8;;;;;;;610;610;250;
27/08/2020;Thursday;8;;;;;;;610;610;250;
28/08/2020;Friday;8;;;;;;;610;610;250;
29/08/2020;Saturday;;;;;;;;610;0;250;
30/08/2020;Sunday;;;;;;;;610;0;250;
31/08/2020;Monday;8;;;;;;;610;610;250;
01/09/2020;Tuesday;8;;;;;;;610;610;250;
02/09/2020;Wednesday;8;;;;;;;610;610;250;
03/09/2020;Thursday;8;;;;;;;610;610;250;
04/09/2020;Friday;8;;;;;;;610;610;250;
05/09/2020;Saturday;;;;;;;;610;0;250;
06/09/2020;Sunday;;;;;;;;610;0;250;
07/09/2020;Monday;8;;;;;;;610;610;250;
08/09/2020;Tuesday;8;;;1;;;;610;686,25;250;
09/09/2020;Wednesday;8;;;;;;;610;610;250;
10/09/2020;Thursday;8;;;;;;;610;610;250;
11/09/2020;Friday;8;;;;;;;610;610;250;
12/09/2020;Saturday;;;;;4,5;;;610;514,69;250;
13/09/2020;Sunday;;;;;;;;610;0;250;
14/09/2020;Monday;8;;;;;;;610;610;250;
15/09/2020;Tuesday;8;;;;;;;610;610;250;
16/09/2020;Wednesday;;;1;;;;;610;0;250;
17/09/2020;Thursday;8;;;;;;;610;610;250;
18/09/2020;Friday;8;;;;;;;610;610;250;
19/09/2020;Saturday;;;;;;;;610;0;250;
20/09/2020;Sunday;;;;;;;;610;0;250;
21/09/2020;Monday;8;;;;;;;610;610;250;
22/09/2020;Tuesday;8;;;;;;;610;610;250;
23/09/2020;Wednesday;8;;;;;;;610;610;250;
24/09/2020;Thursday;8;;;;;;;610;610;250;
25/09/2020;Friday;8;;;;;;;610;610;250;
26/09/2020;Saturday;;;;;;;;610;0;250;
27/09/2020;Sunday;;;;;;;;610;0;250;
28/09/2020;Monday;;;1;;;;;610;0;250;
29/09/2020;Tuesday;;;1;;;;;610;0;250;
30/09/2020;Wednesday;;;1;;;;;610;0;250;
01/10/2020;Thursday;;;1;;;;;610;0;250;
02/10/2020;Friday;;;1;;;;;610;0;250;
03/10/2020;Saturday;;;;;;;;610;0;250;
04/10/2020;Sunday;;;;;;;;610;0;250;
05/10/2020;Monday;;;1;;;;;610;0;250;
06/10/2020;Tuesday;;;1;;;;;610;0;250;
07/10/2020;Wednesday;;;1;;;;;610;0;250;
08/10/2020;Thursday;;;1;;;;;610;0;250;
09/10/2020;Friday;;;1;;;;;610;0;250;
10/10/2020;Saturday;;;;;;;;610;0;250;
11/10/2020;Sunday;;;;;;;;610;0;250;
12/10/2020;Monday;;;1;;;;;610;0;250;
13/10/2020;Tuesday;;;1;;;;;610;0;250;
14/10/2020;Wednesday;8;;;;;;;610;610;250;
15/10/2020;Thursday;8;;;;;;;610;610;250;
16/10/2020;Friday;8;;;;;;;610;610;250;
17/10/2020;Saturday;;;;;;;;610;0;250;
18/10/2020;Sunday;;;;;;;;610;0;250;
19/10/2020;Monday;8;;;;;;;610;610;250;
20/10/2020;Tuesday;8;;;;;;;610;610;250;
21/10/2020;Wednesday;8;;;;;;;610;610;250;
22/10/2020;Thursday;;;1;;;;;610;0;250;
23/10/2020;Friday;8;;;;;;;610;610;250;
24/10/2020;Saturday;;;;;;;;610;0;250;
25/10/2020;Sunday;;;;;;;;610;0;250;
26/10/2020;Monday;8;;;;;;;610;610;250;
27/10/2020;Tuesday;8;;;;;;;610;610;250;
28/10/2020;Wednesday;8;;;;;;;610;610;250;
29/10/2020;Thursday;8;;;;;;;610;610;250;
30/10/2020;Friday;8;;;;;;;610;610;250;
31/10/2020;Saturday;;;;;;;;610;0;250;
01/11/2020;Sunday;;1;;;;1;1;610;402,5;250;
02/11/2020;Monday;8;;;0,5;;;;610;648,13;250;
03/11/2020;Tuesday;8;;;1;;;;610;686,25;250;
04/11/2020;Wednesday;8;;;0,5;;;;610;648,13;250;
05/11/2020;Thursday;8;;;;;;;610;610;250;
06/11/2020;Friday;8;;;;;;;610;610;250;
07/11/2020;Saturday;;;;;;;;610;0;250;
08/11/2020;Sunday;;;;;;;;610;0;250;
09/11/2020;Monday;8;;;;;;;610;610;250;
10/11/2020;Tuesday;8;;;;;;;610;610;250;
11/11/2020;Wednesday;;1;;;;;;610;0;250;
12/11/2020;Thursday;8;;;;;;;610;610;250;
13/11/2020;Friday;8;;;;;;;610;610;250;
14/11/2020;Saturday;;;;;;;;610;0;250;
15/11/2020;Sunday;;;;;;7;;610;1067,5;250;
16/11/2020;Monday;8;;;;;;;610;610;250;
17/11/2020;Tuesday;8;;;;;;;610;610;250;
18/11/2020;Wednesday;8;;;;;;;610;610;250;
19/11/2020;Thursday;8;;;;;;;610;610;250;
20/11/2020;Friday;;;1;;;;1;610;250;250;
21/11/2020;Saturday;;;;;;;;610;0;250;
22/11/2020;Sunday;;;;;;;;610;0;250;
23/11/2020;Monday;8;;;;;;;610;610;250;
24/11/2020;Tuesday;8;;;;;;;610;610;250;
25/11/2020;Wednesday;;;;4;;;;610;305;250;
26/11/2020;Thursday;8;;;;;;;610;610;250;
27/11/2020;Friday;8;;;;;;;610;610;250;
28/11/2020;Saturday;;;;;;;;610;0;250;
29/11/2020;Sunday;;;;;;;;610;0;250;
30/11/2020;Monday;8;;;;;;;610;610;250;
01/12/2020;Tuesday;8;;;;;;;610;610;250;
02/12/2020;Wednesday;8;;;;;;;610;610;250;
03/12/2020;Thursday;8;;;;;;;610;610;250;
04/12/2020;Friday;8;;;;;;1;610;860;250;
05/12/2020;Saturday;;;;;;;;610;0;250;
06/12/2020;Sunday;;;;;;;;610;0;250;
07/12/2020;Monday;8;;;;;;;610;610;250;
08/12/2020;Tuesday;8;;;;;;;610;610;250;
09/12/2020;Wednesday;8;;;;;;;610;610;250;
10/12/2020;Thursday;8;;;;;;;610;610;250;
11/12/2020;Friday;8;;;;;;;610;610;250;
12/12/2020;Saturday;;;;;;;;610;0;250;
13/12/2020;Sunday;;;;;;;;610;0;250;
14/12/2020;Monday;8;;;;;;;610;610;250;
15/12/2020;Tuesday;8;;;;;;;610;610;250;
16/12/2020;Wednesday;8;;;;;;;610;610;250;
17/12/2020;Thursday;8;;;;;;;610;610;250;
18/12/2020;Friday;8;;;;;;;610;610;250;
19/12/2020;Saturday;;;;;;;;610;0;250;
20/12/2020;Sunday;;;;;;;;610;0;250;
21/12/2020;Monday;;;1;;;;;610;0;250;
22/12/2020;Tuesday;;;1;;;;;610;0;250;
23/12/2020;Wednesday;;;1;;;;;610;0;250;
24/12/2020;Thursday;;;1;;;;;610;0;250;
25/12/2020;Friday;;1;;;;;;610;0;250;
26/12/2020;Saturday;;;;;;;;610;0;250;
27/12/2020;Sunday;;;;;;;;610;0;250;
28/12/2020;Monday;;;1;;;;;610;0;250;
29/12/2020;Tuesday;8;;;;;;;610;610;250;
30/12/2020;Wednesday;8;;;;;;;610;610;250;
31/12/2020;Thursday;8;;;;;;;610;610;250;
01/01/2021;Friday;;1;;;;;;610;0;250;
02/01/2021;Saturday;;;;;;;;610;0;250;
03/01/2021;Sunday;;;;;;;;610;0;250;
04/01/2021;Monday;8;;;;;;;610;610;250;
05/01/2021;Tuesday;8;;;;;;;610;610;250;
06/01/2021;Wednesday;8;;;;;;;610;610;250;
07/01/2021;Thursday;8;;;;;;;610;610;250;
08/01/2021;Friday;8;;;;;;;610;610;250;
09/01/2021;Saturday;;;;;;;;610;0;250;
10/01/2021;Sunday;;;;;;;;610;0;250;
11/01/2021;Monday;8;;;;;;;610;610;250;
12/01/2021;Tuesday;8;;;;;;;610;610;250;
13/01/2021;Wednesday;8;;;;;;;610;610;250;
14/01/2021;Thursday;8;;;;;;;610;610;250;
15/01/2021;Friday;8;;;;;;;610;610;250;
16/01/2021;Saturday;;;;;;;;610;0;250;
17/01/2021;Sunday;;;;;;;;610;0;250;
18/01/2021;Monday;8;;;;;;;610;610;250;
19/01/2021;Tuesday;8;;;;;;;610;610;250;
20/01/2021;Wednesday;8;;;;;;;610;610;250;
21/01/2021;Thursday;8;;;;;;;610;610;250;
22/01/2021;Friday;8;;;;;;;610;610;250;
23/01/2021;Saturday;;;;;;;;610;0;250;
24/01/2021;Sunday;;;;;;;;610;0;250;
25/01/2021;Monday;8;;;;;;;610;610;250;
26/01/2021;Tuesday;8;;;;;;;610;610;250;
27/01/2021;Wednesday;8;;;;;;;610;610;250;
28/01/2021;Thursday;8;;;;;;;610;610;250;
29/01/2021;Friday;8;;;;;;;610;610;250;
30/01/2021;Saturday;;;;;;;;610;0;250;
31/01/2021;Sunday;;;;;;;;610;0;250;
01/02/2021;Monday;8;;;;;;;610;610;250;
02/02/2021;Tuesday;8;;;;;;;610;610;250;
03/02/2021;Wednesday;8;;;;;;;610;610;250;
04/02/2021;Thursday;8;;;;;;;610;610;250;
05/02/2021;Friday;8;;;;;;;610;610;250;
06/02/2021;Saturday;;;;;;;;610;0;250;
07/02/2021;Sunday;;;;;;;;610;0;250;
08/02/2021;Monday;8;;;;;;;610;610;250;
09/02/2021;Tuesday;8;;;;;;;610;610;250;
10/02/2021;Wednesday;8;;;;;;;610;610;250;
11/02/2021;Thursday;8;;;;;;;610;610;250;
12/02/2021;Friday;8;;;;;;;610;610;250;
13/02/2021;Saturday;;;;;;;;610;0;250;
14/02/2021;Sunday;;;;;;4,5;;610;686,25;250;
15/02/2021;Monday;8;;;;;;;610;610;250;
16/02/2021;Tuesday;8;;;;;;;610;610;250;
17/02/2021;Wednesday;8;;;;;;;610;610;250;
18/02/2021;Thursday;8;;;;;;;610;610;250;
19/02/2021;Friday;8;;;;;;;610;610;250;
20/02/2021;Saturday;;;;;;;;610;0;250;
21/02/2021;Sunday;;;;;;;;610;0;250;
22/02/2021;Monday;8;;;;;;;610;610;250;
23/02/2021;Tuesday;8;;;;;;;610;610;250;
24/02/2021;Wednesday;8;;;;;;;610;610;250;
25/02/2021;Thursday;8;;;;;;;610;610;250;
26/02/2021;Friday;;;;4;;;;610;305;250;
27/02/2021;Saturday;;;;;;;;610;0;250;
28/02/2021;Sunday;;;;;;;;610;0;250;
01/03/2021;Monday;8;;;;;;;610;610;250;
02/03/2021;Tuesday;8;;;;;;;610;610;250;
03/03/2021;Wednesday;8;;;;;;;610;610;250;
04/03/2021;Thursday;8;;;;;;;610;610;250;
05/03/2021;Friday;8;;;;;;;610;610;250;
06/03/2021;Saturday;;;;;;;;610;0;250;
07/03/2021;Sunday;;;;;;;;610;0;250;
08/03/2021;Monday;8;;;;;;;610;610;250;
09/03/2021;Tuesday;8;;;;;;;610;610;250;
10/03/2021;Wednesday;8;;;;;;;610;610;250;
11/03/2021;Thursday;8;;;;;;;610;610;250;
12/03/2021;Friday;8;;;;;;1;610;860;250;
13/03/2021;Saturday;;;;;;;;610;0;250;
14/03/2021;Sunday;;;;;;;;610;0;250;
15/03/2021;Monday;8;;;;;;;610;610;250;
16/03/2021;Tuesday;8;;;;;;;610;610;250;
17/03/2021;Wednesday;8;;;;;;;610;610;250;
18/03/2021;Thursday;8;;;;;;;610;610;250;
19/03/2021;Friday;8;;;;;;;610;610;250;
20/03/2021;Saturday;;;;;;;;610;0;250;
21/03/2021;Sunday;;;;;;;;610;0;250;
22/03/2021;Monday;8;;;;;;;610;610;250;
23/03/2021;Tuesday;;;;4;;;;610;305;250;
24/03/2021;Wednesday;8;;;;;;;610;610;250;
25/03/2021;Thursday;8;;;;;;;610;610;250;
26/03/2021;Friday;8;;;;;;;610;610;250;
27/03/2021;Saturday;;;;;;;;610;0;250;
28/03/2021;Sunday;;;;;;;;610;0;250;
29/03/2021;Monday;8;;;;;;;610;610;250;
30/03/2021;Tuesday;8;;;;;;;610;610;250;
31/03/2021;Wednesday;8;;;;;;;610;610;250;
01/04/2021;Thursday;8;;;;;;;610;610;250;
02/04/2021;Friday;8;;;;;;;610;610;250;
03/04/2021;Saturday;;;;;;;;610;0;250;
04/04/2021;Sunday;;;;;;;;610;0;250;
05/04/2021;Monday;;1;;;;;;610;0;250;
06/04/2021;Tuesday;8;;;;;;;610;610;250;
07/04/2021;Wednesday;8;;;;;;;610;610;250;
08/04/2021;Thursday;8;;;1;;;;610;686,25;250;
09/04/2021;Friday;8;;;;;;1;610;860;250;
10/04/2021;Saturday;;;;;8;;;610;915;250;
11/04/2021;Sunday;;;;;;;;610;0;250;
12/04/2021;Monday;8;;;1;;;;610;686,25;250;
13/04/2021;Tuesday;8;;;;;;;610;610;250;
14/04/2021;Wednesday;8;;;;;;;610;610;250;
15/04/2021;Thursday;8;;;;;;;610;610;250;
16/04/2021;Friday;8;;;;;;;610;610;250;
17/04/2021;Saturday;;;;;;;;610;0;250;
18/04/2021;Sunday;;;;;;;;610;0;250;
19/04/2021;Monday;8;;;;;;;610;610;250;
20/04/2021;Tuesday;8;;;;;;;610;610;250;
21/04/2021;Wednesday;;;1;;;;;610;0;250;
22/04/2021;Thursday;8;;;;;;;610;610;250;
23/04/2021;Friday;8;;;;;;;610;610;250;
24/04/2021;Saturday;;;;;;;;610;0;250;
25/04/2021;Sunday;;;;;;;;610;0;250;
26/04/2021;Monday;8;;;;;;;610;610;250;
27/04/2021;Tuesday;8;;;;;;;610;610;250;
28/04/2021;Wednesday;8;;;;;;;610;610;250;
29/04/2021;Thursday;8;;;;;;;610;610;250;
30/04/2021;Friday;8;;;;;;;610;610;250;
01/05/2021;Saturday;;;1;;;;;610;0;250;
02/05/2021;Sunday;;;;;;;;610;0;250;
03/05/2021;Monday;8;;;;;;;610;610;250;
04/05/2021;Tuesday;8;;;;;;;610;610;250;
05/05/2021;Wednesday;;;1;;;;;610;0;250;
06/05/2021;Thursday;8;;;;;;;610;610;250;
07/05/2021;Friday;8;;;;;;;610;610;250;
08/05/2021;Saturday;;;;;;;;610;0;250;
09/05/2021;Sunday;;;;;;;;610;0;250;
10/05/2021;Monday;8;;;;;;;610;610;250;
11/05/2021;Tuesday;8;;;;;;;610;610;250;
12/05/2021;Wednesday;8;;;5;;;;610;991,25;250;
13/05/2021;Thursday;;;1;;;;;610;0;250;
14/05/2021;Friday;;;1;;;;;610;0;250;
15/05/2021;Saturday;;;;;;;;610;0;250;
16/05/2021;Sunday;;;;;;;;610;0;250;
17/05/2021;Monday;8;;;;;;;610;610;250;
18/05/2021;Tuesday;8;;;1;;;;610;686,25;250;
19/05/2021;Wednesday;;;1;;;;;610;0;250;
20/05/2021;Thursday;;;1;4;;;;610;305;250;
21/05/2021;Friday;;;1;4;;;;610;305;250;
22/05/2021;Saturday;;;;;;;;610;0;250;
23/05/2021;Sunday;;;;;;;;610;0;250;
24/05/2021;Monday;;;1;;;;;610;0;250;
25/05/2021;Tuesday;8;;;;;;;610;610;250;
26/05/2021;Wednesday;8;;;1;;;;610;686,25;250;
27/05/2021;Thursday;8;;;;;;;610;610;250;
28/05/2021;Friday;8;;;;;;;610;610;250;
29/05/2021;Saturday;;;;;;;;610;0;250;
30/05/2021;Sunday;;;;;;3;;610;457,5;250;
31/05/2021;Monday;8;;;;;;;610;610;250;
01/06/2021;Tuesday;8;;;;;;;610;610;250;
02/06/2021;Wednesday;;;1;;;;;610;0;250;
03/06/2021;Thursday;8;;;;;;;610;610;250;
04/06/2021;Friday;8;;;;;;;610;610;250;
05/06/2021;Saturday;;;;1;;;;610;76,25;250;
06/06/2021;Sunday;;;;;;;;610;0;250;
07/06/2021;Monday;8;;;;;;;610;610;250;
08/06/2021;Tuesday;8;;;;;;;610;610;250;
09/06/2021;Wednesday;8;;;;;;;610;610;250;
10/06/2021;Thursday;8;;;2;;;;610;762,5;250;
11/06/2021;Friday;8;;;;;;1;610;860;250;
12/06/2021;Saturday;;;;;17;;;610;1944,38;250;
13/06/2021;Sunday;;;;;;;;610;0;250;
14/06/2021;Monday;8;;;;;;;610;610;250;
15/06/2021;Tuesday;8;;;;;;;610;610;250;
16/06/2021;Wednesday;8;;;1;;;;610;686,25;250;
17/06/2021;Thursday;8;;;1;;;;610;686,25;250;
18/06/2021;Friday;8;;;;;;;610;610;250;
19/06/2021;Saturday;;;;;;;;610;0;250;
20/06/2021;Sunday;;;;;;;;610;0;250;
21/06/2021;Monday;8;;;;;;;610;610;250;
22/06/2021;Tuesday;8;;;;;;;610;610;250;
23/06/2021;Wednesday;;;1;;;;;610;0;250;
24/06/2021;Thursday;8;;;;;;;610;610;250;
25/06/2021;Friday;8;;;2;;;1;610;1012,5;250;
26/06/2021;Saturday;;;;;2;;;610;228,75;250;
27/06/2021;Sunday;;;;;;;;610;0;250;
28/06/2021;Monday;8;;;;;;;610;610;250;
29/06/2021;Tuesday;8;;;1;;;;610;686,25;250;
30/06/2021;Wednesday;8;;;1;;;;610;686,25;250;
01/07/2021;Thursday;8;;;4,5;;;;610;953,13;250;
02/07/2021;Friday;8;;;1;;;;610;686,25;250;
03/07/2021;Saturday;;;;;;;;610;0;250;
04/07/2021;Sunday;;;;;;;;610;0;250;
05/07/2021;Monday;8;;;;;;;610;610;250;
06/07/2021;Tuesday;;;1;;;;;610;0;250;
07/07/2021;Wednesday;;;1;;;;;610;0;250;
08/07/2021;Thursday;8;;;;;;;610;610;250;
09/07/2021;Friday;8;;;;;;;610;610;250;
10/07/2021;Saturday;;;;;;;;610;0;250;
11/07/2021;Sunday;;;;;;;;610;0;250;
12/07/2021;Monday;8;;;;;;;610;610;250;
13/07/2021;Tuesday;8;;;;;;;610;610;250;
14/07/2021;Wednesday;8;;;;;;;610;610;250;
15/07/2021;Thursday;8;;;;;;;628;628;250;
16/07/2021;Friday;8;;;;;;;628;628;250;
17/07/2021;Saturday;;;;;;;;628;0;250;
18/07/2021;Sunday;;;;;;;;628;0;250;
19/07/2021;Monday;;;1;;;;;628;0;250;
20/07/2021;Tuesday;;;1;;;;;628;0;250;
21/07/2021;Wednesday;;;1;;;;;628;0;250;
22/07/2021;Thursday;8;;;;;;;628;628;250;
23/07/2021;Friday;8;;;;;;;628;628;250;
24/07/2021;Saturday;;;;;;;;628;0;250;
25/07/2021;Sunday;;;;;;;;628;0;250;
26/07/2021;Monday;8;;;;;;;628;628;250;
27/07/2021;Tuesday;8;;;;;;;628;628;250;
28/07/2021;Wednesday;8;;;;;;;628;628;250;
29/07/2021;Thursday;8;;;;;;;628;628;250;
30/07/2021;Friday;8;;;;;;1;628;878;250;
